SSDSE-B-2023,Code,Prefecture,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A4101,A410101,A410102,A4103,A4200,A420001,A420002,A5101,A510101,A510102,A5102,A510201,A510202,A9101,A9201,B4101,B4102,B4103,B4106,B4109,C3301,C3302,C3801,C3802,C5401,C5403,E1101,E1301,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3701,E3702,E4101,E4401,E4501,E4601,E4602,E6101,E6102,E6201,E6202,E6301,E6302,E6501,E650110,E6502,E650210,E7101,E7102,E7201,E7202,F3101,F3102,F3103,F3104,F3105,G5105,G7101,G7102,H1800,H1801,H1802,H1803,H2600,H2601,H2602,H2603,H5609,H5610,H5614,I510120,I5102,I5103,J2503,J2505,J250502,J2506,J2526,L3221,L322101,L322102,L322103,L322104,L322105,L322106,L322107,L322108,L322109,L322110
2011,R26000,ãûìsï{,2633000,1263000,1370000,2590000,1243000,1347000,333000,170000,163000,1674000,828000,846000,624000,264000,360000,20707,10535,10172,1.25,24733,12540,12193,53997,28802,25195,53960,29371,24589,12900,4713,16.0,33.6,-0.7,100,1650.5,10274,2210449,946,32045,112100,323700,228,2276,30099,432,8753,137409,203,5367,72557,24277,23532,105,5184,71092,22220,14744,16,32,319,9251,5048,139276,2544,390,30601,4248,65,56,14882,5158,110757,467963,275478,27702,26698,92081,12850150,891540,15036,4572,5080,5328,1248533,537643,474132,232082,899407.0,930,13.4,163,2481,1313,465,49612,198,51279,7251,287972,76455,17421,21188,9831,12573,11737,35929,12346,31660,58832
2010,R26000,ãûìsï{,2636092,1265387,1370705,2557625,1227067,1330558,334444,170924,163520,1653812,813740,840072,605709,257238,348471,21234,10996,10238,1.28,23714,12038,11676,53014,28584,24430,54954,29934,25020,13664,4964,16.4,35.2,0.9,106,2061,10313,2186464,937,31229,114100,330100,229,2283,30377,441,8751,139582,204,5267,71378,23421,22676,105,5210,71408,22529,14891,16,31,350,9123,5754,138737,2723,407,30707,4507,65,57,14274,5243,113067,492597,236851,26738,26109,97310,11986200,1435240,14604,4681,5477,4409,1207860,554031,409000,242218,903293.0,936,13.3,163,2532,1320,443,45997,380,46728,6673,284934,75115,16201,21696,8934,11726,13077,28832,15982,30937,62434
2009,R26000,ãûìsï{,2637000,1266000,1371000,2594000,1246000,1348000,346000,177000,169000,1670000,824000,847000,606000,257000,349000,21058,10906,10152,1.20,23191,12013,11178,54863,29832,25031,58464,31998,26466,13640,5054,16.1,32.1,1.7,109,1457.5,9514,2085524,961,31225,118100,343700,231,2257,30933,445,8723,140729,204,5224,72024,24405,23480,105,5199,70272,22209,14858,17,31,354,8985,6140,137525,2887,450,29498,4390,64,59,13643,5657,119131,527674,220294,26901,25792,93947,8536850,818000,14715,4541,6146,3869,1147963,535151,352325,255080,941032.0,977,12.9,164,2536,1316,436,45303,278,46487,6239,278307,76026,10616,21360,11038,11527,12903,33953,15418,28334,57133
2020,R27000,ëÂç„ï{,8837685,4235956,4601729,8411856,4029310,4382546,1029499,526362,503137,5199504,2564194,2635310,2361723,1015345,1346378,61878,31745,30133,1.31,91644,49011,42633,159317,85233,74084,145935,80349,65586,40989,14832,17.7,35.7,4.7,102,1521.5,27307,8103283,1520,117489,150700,1060400,569,6330,78517,996,28574,427884,519,16867,220342,72405,68232,256,14451,214115,70339,45200,23,55,591,13911,9575,226452,4348,598,50478,4637,224,40,74596,8506,220731,1170532,1269076,40357,35126,110991,15261570,2118590,63519,10894,28187,24300,4539088,1284154,1983401,1258717,2950844.0,915,13.4,473,8534,5438,1570,176332,348,163745,15092,246247,76729,18912,20164,10695,7903,12829,24808,10542,19294,44371
2019,R27000,ëÂç„ï{,8842000,4243000,4599000,8612000,4131000,4481000,1043000,533000,509000,5333000,2641000,2691000,2434000,1052000,1382000,62557,31848,30709,1.31,90410,48057,42353,160815,85262,75553,150122,81890,68232,46395,16282,17.6,33.7,3.2,92,1219,29959,8329026,1477,112900,150500,1026500,587,6371,81942,999,28319,433013,521,16777,221426,75353,71350,260,14614,220504,72555,44855,23,55,616,13618,10030,223409,4512,601,48307,4298,223,39,74143,10358,226117,1032427,1615293,56483,49974,374008,41532450,15869040,68970,11977,30328,26352,4902964,1409677,2061144,1409684,3084929.0,953,13.1,475,8533,5517,1531,169448,589,160537,16135,270408,76693,19775,21085,10397,10152,13399,30963,10052,27349,50543
2018,R27000,ëÂç„ï{,8838000,4245000,4594000,8632000,4145000,4486000,1056000,540000,516000,5336000,2643000,2693000,2420000,1048000,1372000,65446,33597,31849,1.35,89494,47684,41810,156125,82802,73323,150928,82562,68366,44365,16243,17.4,34.6,1.8,96,1651.5,28971,8179905,1339,99983,149200,844800,627,6501,86823,1004,28052,438974,525,16700,225305,77216,73186,260,14833,226957,73826,44008,24,55,610,13519,10519,222041,4769,564,47555,4250,226,42,73594,10653,232591,1041342,1650157,65325,58650,350118,35465170,12839050,77940,11280,34371,31781,5229713,1326649,2367157,1509582,3104687.0,961,13.4,478,8481,5518,1481,163613,677,160190,16238,268768,80280,15400,21609,9129,11014,12713,30906,12134,27854,47730
2017,R27000,ëÂç„ï{,8841000,4249000,4591000,8652000,4160000,4493000,1069000,546000,522000,5356000,2653000,2702000,2399000,1041000,1358000,66602,34131,32471,1.35,87082,46436,40646,152881,81596,71285,149920,82224,67696,45463,16931,16.8,33.8,2.9,85,1275.5,28506,7747009,1230,89598,148300,764400,649,6706,92129,1011,27792,441161,527,16829,232262,79381,75718,258,14975,232280,75043,44626,25,55,613,13391,10804,218879,4817,583,46356,4247,227,43,73006,10755,252030,1105390,1554140,71519,64850,328328,30487290,10783660,67648,10760,33138,23493,4610223,1274326,1873172,1443265,3053759.0,945,13.4,482,8400,5509,1323,150592,1190,148658,15443,260814,74537,20044,20434,8495,9127,14062,28087,9996,25888,50143
2016,R27000,ëÂç„ï{,8841000,4254000,4588000,8670000,4173000,4497000,1083000,554000,529000,5383000,2667000,2716000,2366000,1029000,1338000,68816,35343,33473,1.37,84390,45092,39298,152537,82271,70266,150743,82905,67838,46186,17279,17.7,35.0,3.4,105,1453.5,29670,8597956,1160,80869,147800,690600,679,6809,97597,1015,27493,444586,528,16943,238200,81618,78093,257,15117,235580,75858,45264,25,55,643,13258,11034,215824,5021,578,46614,4351,224,44,71912,10641,276551,1190860,1408554,75551,68991,307724,29420320,9800040,70054,11406,32990,25318,4894962,1354934,2076004,1441333,3073830.0,950,13.8,483,8387,5553,1268,143580,1434,142096,15896,251435,76832,11594,20580,8724,10316,12272,26565,10883,23429,50242
2015,R27000,ëÂç„ï{,8839469,4256049,4583420,8524530,4101504,4423026,1093111,558854,534257,5341654,2635813,2705841,2278324,990815,1287509,70596,35936,34660,1.39,83577,44779,38798,156413,84364,72049,154117,85007,69110,46689,18101,17.2,33.2,3.3,119,1648.5,27979,8257236,1137,77894,146900,555900,693,6836,102095,1027,27436,449927,531,17086,244705,82869,79149,257,15068,236700,74413,44992,26,55,652,13208,11350,212562,5071,569,45613,4383,228,46,70779,10401,298965,1290647,1349013,81605,74185,261517,28361590,8653660,66896,10343,30037,25967,4628737,1243692,2022923,1329531,3147394.0,970,13.8,491,8342,5540,1208,138106,1365,137405,16370,260187,73482,18657,22266,8118,10051,11632,28431,9223,24166,54160
2014,R27000,ëÂç„ï{,8845000,4262000,4583000,8691000,4191000,4500000,1122000,574000,548000,5446000,2695000,2752000,2267000,988000,1279000,69968,35787,34181,1.31,81653,43783,37870,149142,79885,69257,149533,82544,66989,46934,17834,16.7,32.1,2.2,101,1278.5,27625,8208878,1130,76128,145600,513500,766,7723,116952,1033,27215,455633,534,17025,248947,83664,80014,257,14901,236529,73852,43869,27,57,665,13128,11809,206305,5291,618,45613,4387,226,45,70409,10790,321909,1379821,1326705,95350,88507,257676,25960400,5954990,63730,9664,28747,25000,4585566,1173577,2107477,1288072,3184536.0,983,13.7,491,8307,5505,1169,129251,1124,136829,20098,267169,71683,15942,21883,7940,13304,10655,31534,14941,25248,54039
2013,R27000,ëÂç„ï{,8856000,4271000,4585000,8699000,4199000,4500000,1138000,582000,556000,5527000,2734000,2792000,2184000,950000,1234000,72054,36949,35105,1.32,81864,43932,37932,153281,82731,70550,149904,82360,67544,48596,18104,17.1,34.8,1.7,88,1418,32709,8670033,1157,76311,145900,432100,774,7740,119145,1036,27133,463068,533,16954,252766,85560,81724,260,14881,232995,71422,41655,29,56,683,12994,11915,206260,5112,560,44607,4331,231,50,70266,10814,350205,1531477,1335156,104894,96731,264923,21682060,4076500,68806,12493,27967,28197,5299648,1516757,2466819,1303377,3299582.0,1018,13.2,496,8293,5515,1139,126302,1390,134552,19791,272813,72205,24337,21382,8796,12900,10320,31290,11594,27179,52810
2012,R27000,ëÂç„ï{,8861000,4277000,4584000,8703000,4204000,4499000,1152000,589000,563000,5605000,2772000,2833000,2099000,913000,1186000,73012,37419,35593,1.31,80472,43006,37466,154847,83551,71296,149466,82094,67372,48114,18761,16.6,34.3,2.0,97,1519.5,30072,8031191,1167,74991,149200,426300,780,7750,120743,1039,26973,471301,532,16728,253485,83617,80083,261,14987,232159,72506,41785,30,56,710,12956,12306,205507,5671,609,43559,4406,236,51,69268,9589,385141,1690073,1195818,105643,97765,304696,20651970,2890740,60847,11469,21823,27446,4962950,1383434,2514589,1055640,3406284.0,1051,12.2,496,8253,5482,1166,128575,2050,137476,19948,276646,70246,21660,20872,9775,12096,14268,31504,17296,25123,53806
2011,R27000,ëÂç„ï{,8863000,4281000,4582000,8702000,4207000,4495000,1163000,595000,568000,5685000,2812000,2874000,2012000,873000,1139000,73919,37553,36366,1.30,78952,42528,36424,156059,84488,71571,151156,83019,68137,48581,19407,16.9,33.4,1.0,94,1614,30319,7673973,1185,74607,150500,428900,785,7740,120602,1041,27000,482283,533,16516,253152,83243,79899,260,14913,227181,68556,39846,31,56,730,12878,13029,206486,5800,672,44644,4558,238,55,68350,9853,421584,1787353,1044223,105505,97179,309902,19452320,2176790,59590,11364,21350,26302,4871782,1385962,2386030,1064387,3454613.0,1085,12.1,495,8225,5443,1148,127604,1710,134386,20066,264034,71037,23403,20041,8674,10992,12140,25210,13949,28654,49934
2010,R27000,ëÂç„ï{,8865245,4285566,4579679,8584957,4149064,4435893,1165200,596004,569196,5648070,2787336,2860734,1962748,852107,1110641,75080,38441,36639,1.33,76556,41641,34915,151123,82663,68460,154693,84704,69989,51242,20752,17.3,35.2,2.6,100,1568,30977,7544623,1234,75963,151700,443600,795,7747,122038,1043,26976,492154,534,16105,248276,80638,77394,265,14799,225421,69633,40873,31,55,746,12595,13545,206642,6200,690,44430,4813,238,56,68667,9741,447004,1897522,891219,97595,89961,326542,19619750,3092600,56864,11740,18975,25693,4803863,1424420,2381881,965769,3456317.0,1090,12.2,501,8238,5458,1116,123682,1396,129132,19345,256317,69515,19886,19791,7931,9833,9847,28939,11667,26552,52354
2009,R27000,ëÂç„ï{,8855000,4284000,4571000,8685000,4204000,4480000,1208000,619000,589000,5655000,2794000,2861000,1938000,846000,1093000,75250,38692,36558,1.28,73135,40067,33068,159651,88653,70998,161924,89651,72273,51689,20737,17.1,32.5,3.3,105,1165,29032,7967852,1253,72723,157300,493700,804,7864,125693,1042,26829,498933,532,15773,247972,83085,79447,272,14711,219674,67766,40050,33,55,792,12449,14449,204764,6676,780,43186,4963,239,59,69779,9856,450961,1928430,737002,91247,84849,317728,15707030,1966500,52039,10938,17636,22430,4373005,1336629,2162983,819173,3540725.0,1117,11.8,500,8231,5429,1133,126040,1724,132421,19210,270714,69415,23060,19941,7658,11376,11006,28499,12530,27245,59983
2020,R28000,ï∫å…åß,5465002,2599756,2865246,5215927,2475690,2740237,660205,338142,322063,3075863,1500270,1575593,1546543,664883,881660,36953,18808,18145,1.39,58654,30259,28395,83526,45191,38335,91049,49697,41352,21964,8370,17.6,34.0,5.1,98,1614.5,18714,4675823,1475,48228,103100,327900,473,4045,45514,754,18485,282758,383,10316,142012,46634,43817,205,9930,132810,43957,28271,17,36,318,6873,5866,116299,2305,308,26160,2186,96,75,19468,7102,117504,590543,513402,21784,22945,59077,7948490,171890,30551,9045,9614,11392,2537412,1068719,983259,443835,1814640.0,901,15.5,314,5149,2970,1064,103958,1528,103747,8654,268760,78235,11982,17461,14954,9449,15875,31173,12525,23502,53604
2019,R28000,ï∫å…åß,5488000,2614000,2874000,5383000,2563000,2820000,674000,345000,329000,3202000,1573000,1629000,1591000,687000,904000,38043,19372,18671,1.41,57938,29589,28349,85647,45865,39782,92907,50058,42849,25109,9143,17.7,32.3,3.7,91,1177.5,20218,4607385,1490,47555,103100,314100,505,4140,48033,761,18609,287019,386,10388,143222,48624,46081,205,10005,136275,44846,28034,17,37,335,6810,5871,115811,2620,291,25724,2076,97,76,18958,7436,120023,528183,656040,28021,29953,216532,12732700,1301160,31567,9738,10287,11102,2725879,1162391,1012473,524664,1879230.0,926,15.7,316,5125,2986,1030,100210,1569,100945,9176,271236,74775,18533,16640,10465,9977,12643,33994,12170,27492,54547
2018,R28000,ï∫å…åß,5501000,2621000,2880000,5405000,2575000,2830000,683000,350000,333000,3224000,1583000,1641000,1577000,682000,896000,39713,20450,19263,1.44,57452,29388,28064,86414,46267,40147,92502,49984,42518,24532,8969,17.4,32.7,2.1,97,2037.5,21266,4660018,1507,45885,102300,279900,532,4226,50780,764,18570,290093,387,10469,145111,49587,47171,205,10118,139953,45882,27926,17,37,353,6841,6143,115085,2847,275,25209,2078,97,80,18587,7853,125663,541014,697146,32505,34331,204881,11904280,1175150,31774,10063,12392,9209,2700929,1202273,874673,613525,1904386.0,937,16.7,321,5071,2974,1007,96942,1988,101033,8944,280999,76550,27466,17004,9570,10946,13128,29104,9801,25661,61769
2017,R28000,ï∫å…åß,5515000,2629000,2886000,5425000,2586000,2839000,692000,355000,338000,3252000,1595000,1657000,1558000,674000,884000,41605,21275,20330,1.47,56584,29109,27475,85438,45900,39538,92095,49990,42105,25480,9113,16.8,32.6,3.2,86,1196,21037,5071492,1525,44704,102100,255800,558,4322,54317,766,18576,291341,387,10643,149600,51201,49026,207,10222,142429,46333,28069,17,37,388,6886,6430,114125,2899,277,24761,2077,96,81,18649,7498,135735,574133,661933,36367,38425,192964,11525350,1130070,33444,9743,13033,10520,2822643,1175020,1004951,631071,1911647.0,938,16.9,318,5053,2981,935,99243,1572,92768,9262,235238,71263,12337,15764,9452,10388,9765,31082,4262,24780,46145
2016,R28000,ï∫å…åß,5526000,2636000,2890000,5442000,2596000,2846000,702000,359000,343000,3284000,1610000,1673000,1535000,663000,871000,43378,22346,21032,1.49,55422,28505,26917,85933,46016,39917,92693,50814,41879,25808,9302,17.8,33.7,3.9,96,1346.5,22482,5383201,1554,44189,101300,238200,578,4454,58076,771,18384,293190,386,10693,152827,51962,49820,207,10329,144943,47201,28645,17,37,376,6853,6633,112892,3014,283,25022,1954,97,81,18383,7724,143946,620431,600960,37977,40133,184646,11580810,1041250,34793,10627,14011,10117,2897957,1282881,935549,675482,1925288.0,941,16.8,318,5033,3011,900,85944,1050,89741,9516,264958,75177,21605,16592,7773,10528,12004,30157,10409,27831,52882
2015,R28000,ï∫å…åß,5534800,2641561,2893239,5398880,2576313,2822567,706871,361675,345196,3280212,1602852,1677360,1481646,639761,841885,44015,22672,21343,1.48,55391,28371,27020,87946,47508,40438,95355,52146,43209,26422,9774,17.3,31.7,3.6,113,1578,21577,5077588,1574,43494,100700,214700,611,4520,61818,782,18423,296690,389,10814,156364,52957,50931,209,10345,145323,46229,28015,17,38,383,6815,6796,112703,3100,309,25173,2076,94,83,17746,7413,157523,675223,560974,41964,44097,159904,11803050,1120270,33981,10089,11510,12191,2902343,1225087,1093915,564657,1966186.0,956,16.6,321,5002,2987,878,82666,942,86573,10103,263986,73860,17761,18342,9556,11817,11848,29926,8905,25931,56040
2014,R28000,ï∫å…åß,5550000,2650000,2900000,5473000,2614000,2859000,732000,375000,357000,3349000,1641000,1709000,1460000,630000,830000,44352,22778,21574,1.41,54147,28099,26048,86390,46458,39932,93482,51090,42392,26941,9598,16.7,30.6,3.0,90,1222,21382,5205238,1610,43709,100300,206000,696,5032,69768,790,18429,299948,391,10890,158659,53579,51535,212,10317,145112,45872,27875,17,39,387,6734,6927,113099,3089,329,25294,2073,91,86,17486,7789,169822,727093,542567,47249,50052,155052,11170590,664350,33520,9811,11886,11188,2921444,1200119,1091379,601756,1986661.0,966,16.8,321,4983,2987,837,78502,552,83497,11513,260364,69948,12143,19177,10225,11798,12309,32575,12467,26829,52891
2013,R28000,ï∫å…åß,5565000,2659000,2906000,5487000,2623000,2864000,741000,379000,362000,3409000,1670000,1739000,1408000,606000,802000,45673,23309,22364,1.42,54366,28016,26350,88382,47473,40909,93596,51070,42526,27826,10047,17.0,33.1,2.1,87,1297.5,24850,5326267,1637,43274,99600,201700,698,5005,70987,797,18497,304052,391,10880,161171,54500,52295,212,10263,143867,45400,27189,17,41,381,6715,7099,114202,3224,307,25338,2096,93,87,17253,7917,182665,793132,506195,51100,54457,158025,10867970,484230,36420,12141,11379,12685,3283497,1500673,1186789,577127,2010569.0,975,16.7,320,5010,2992,832,77372,802,82628,11356,267048,68819,11294,18202,8682,11124,13408,42990,11292,30022,51215
2012,R28000,ï∫å…åß,5575000,2665000,2910000,5499000,2630000,2869000,750000,384000,366000,3466000,1698000,1768000,1355000,581000,774000,46436,23854,22582,1.40,53657,27858,25799,90850,49137,41713,92145,50178,41967,28236,10264,16.6,33.2,2.2,97,1254.5,23413,5188601,1663,43289,96900,196100,708,4996,71557,802,18571,308950,392,10920,162116,53852,51764,213,10276,144054,46249,27556,17,42,401,6693,7377,114790,3366,318,25490,2167,94,91,17322,8241,192013,852515,472446,51564,54875,189637,10107490,330970,33129,10927,9653,12092,3050332,1360296,1156275,501404,2033532.0,984,16.7,317,4971,2990,838,76403,927,81557,11031,269877,69327,19445,19056,9782,11184,11907,36711,9945,26605,55914
2011,R28000,ï∫å…åß,5584000,2670000,2914000,5506000,2634000,2872000,757000,387000,370000,3521000,1725000,1796000,1304000,558000,746000,47351,24196,23155,1.40,52259,27515,24744,93085,50120,42965,91851,50104,41747,28283,10308,16.8,32.5,1.1,91,1624.5,22574,4986313,1709,43529,97400,197200,724,4972,70804,809,18609,315644,392,10861,161853,53452,51356,213,10159,142961,44568,26721,19,42,430,6691,7807,114321,3665,391,24544,2180,92,96,17056,8746,202100,883666,441828,52366,55543,195875,9797190,291180,33013,10770,9554,12507,3067945,1350942,1206726,492744,2052428.0,1002,17.4,316,4967,2966,804,73708,1071,78254,10511,272360,70132,17040,18262,9759,11699,11916,32839,11238,31361,58115
2010,R28000,ï∫å…åß,5588133,2673328,2914805,5459903,2609874,2850029,759277,388154,371123,3515442,1718449,1796993,1281486,548005,733481,47834,24664,23170,1.41,51568,27056,24512,90632,48855,41777,93275,50710,42565,29752,10738,17.2,33.5,2.7,92,1633,22667,4822007,1752,43384,98300,204200,726,4904,71283,812,18544,321173,397,10721,160222,52899,50810,217,10235,143271,45518,27270,19,42,448,6570,7977,113384,3627,389,24196,2305,94,96,16423,8701,219047,972344,402086,52143,55033,207433,9828680,393900,32490,11229,10676,10281,2983089,1404250,1029778,532186,2057600.0,1006,17.3,317,4951,2963,789,71544,997,75374,10336,275533,70666,12522,19431,7972,12006,12510,33361,16424,32890,57751
2009,R28000,ï∫å…åß,5591000,2677000,2914000,5509000,2639000,2871000,771000,394000,377000,3539000,1730000,1808000,1273000,546000,726000,47592,24332,23260,1.33,48864,25903,22961,97234,53630,43604,97031,53849,43182,29980,10808,17.1,31.4,3.7,99,1197.5,21624,4606979,1799,43886,101500,213900,742,4898,72088,824,18506,325442,398,10631,160879,54466,52264,218,10259,142682,45742,27777,19,42,474,6502,8140,111342,3644,485,23391,2361,98,100,16318,9424,233374,1038261,351290,51227,53435,201640,8283450,311840,33554,10754,10569,10057,2923835,1345702,981260,502731,2134072.0,1043,17.4,319,4936,2947,850,76381,905,80314,10771,283793,73926,14819,19563,8672,14822,11654,37411,12473,33592,56862
2020,R29000,ìﬁó«åß,1324473,623926,700547,1302289,612908,689381,154271,78715,75556,737675,355441,382234,414576,180145,234431,7831,4021,3810,1.28,14678,7526,7152,22128,11429,10699,25177,13152,12025,4574,1831,16.3,35.8,2.3,105,1628.5,4336,794545,408,9948,52900,168400,159,1176,11097,202,4892,67172,110,2840,36085,11840,11387,54,2561,33849,11180,6908,3,11,104,1538,1229,20655,517,142,4365,409,33,32,2747,2986,27050,127237,128046,5851,6685,13727,1096330,43130,4987,2454,1000,1468,508894,298605,147819,58718,433912.0,883,15.8,71,1214,679,220,28196,201,26285,2830,299627,81275,21951,22665,11659,9912,14386,40514,16884,27727,52654
2019,R29000,ìﬁó«åß,1333000,628000,705000,1321000,623000,699000,158000,80000,77000,756000,365000,391000,417000,181000,236000,8323,4235,4088,1.31,14660,7471,7189,22198,11398,10800,26045,13381,12664,5249,2024,16.3,33.5,0.7,111,1482.5,5283,977236,417,9735,53200,167200,163,1203,11962,207,4911,68361,115,2877,36288,12207,11827,53,2585,35220,11661,6982,4,11,102,1544,1218,20374,461,160,4445,388,34,31,2770,3027,27645,118076,154785,6823,8027,50292,2221080,439610,6209,2840,1424,1930,620614,340082,199044,80288,448835.0,905,16.2,75,1215,681,219,28461,198,27566,2998,314939,76536,27137,22165,13113,11179,14269,48332,16759,30742,54707
