SSDSE-F-2023,1991-2020îN,,,CN100,CN110,CN120,CN131,CN132,CN141,CN142,CN143,CN144,CN151,CN152,CN200,CN210,CN220,CN230,CN300,CN311,CN312,CN313,CN400,CN410,CN420,CN500,CN511,CN512,CN513,CN514,CN515,CN600,CN610,CN620,CN631,CN632,CN633,CN640,CN651,CN652,CN653,CN654,CN900,CN910,CN920
R34100,çLìáåß,çLìáés,08åé,28.5,32.8,25.1,0.0,29.6,0.0,30.9,26.7,5.9,0.0,18.2,1002.9,1009.0,69,26.6,3.4,1.9,0.3,0.0,207.3,19.7,2.3,131.4,7.6,3.5,1.5,0.6,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.40,132.46,3.6
R34100,çLìáåß,çLìáés,09åé,24.7,29.1,21.1,0.0,13.7,0.0,27.1,12.8,0.4,0.0,2.7,1006.0,1012.2,68,21.1,3.9,3.1,0.8,0.2,167.3,16.6,4.1,162.7,8.5,4.6,2.0,0.8,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.40,132.46,3.6
R34100,çLìáåß,çLìáés,10åé,18.8,23.7,14.9,0.0,0.7,0.0,11.2,0.4,0.0,0.0,0.0,1010.9,1017.3,66,14.5,4.1,3.0,0.3,0.1,178.6,18.7,3.6,109.2,6.2,2.9,1.1,0.6,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.40,132.46,3.6
R34100,çLìáåß,çLìáés,11åé,12.9,17.7,8.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1014.1,1020.6,67,10.1,3.9,2.6,0.0,0.0,153.3,18.0,3.4,69.3,6.1,2.5,0.6,0.1,0.0,0.2,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.40,132.46,3.6
R34100,çLìáåß,çLìáés,12åé,7.5,12.1,4.0,0.1,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1015.1,1021.8,68,7.2,3.7,3.2,0.1,0.0,140.6,18.1,2.7,54.0,5.7,2.1,0.2,0.0,0.0,4.6,2,1,0.2,0.0,0.0,2,0.2,0.1,0.0,0.0,34.40,132.46,3.6
R34100,çLìáåß,çLìáés,îN,16.5,21.1,12.7,0.7,74.2,0.0,139.5,64.3,8.1,12.8,33.2,1008.9,1015.4,67,14.1,3.6,36.0,2.2,0.4,2033.1,210.1,46.1,1572.2,94.2,45.9,16.3,6.4,1.0,21.8,8,5,0.6,0.1,0.0,5,0.8,0.2,0.0,0.0,34.40,132.46,3.6
R35203,éRå˚åß,éRå˚és,01åé,4.4,9.4,0.4,0.8,0.0,0.1,0.0,0.0,0.0,15.0,0.0,1019.1,1021.5,76,6.5,1.8,0.1,0.0,0.0,117.9,14.1,3.5,76.3,10.1,2.5,0.4,0.0,0.0,14.6,11,6,0.8,0.2,0.0,5,1.1,0.3,0.0,0.0,34.16,131.46,18.1
R35203,éRå˚åß,éRå˚és,02åé,5.5,11.1,0.8,0.5,0.0,0.0,0.0,0.0,0.0,13.2,0.0,1018.4,1020.7,71,6.7,2.0,0.3,0.0,0.0,121.3,13.6,3.4,85.0,9.6,2.8,0.5,0.0,0.0,9.9,9,6,0.7,0.3,0.0,6,0.8,0.3,0.0,0.0,34.16,131.46,18.1
R35203,éRå˚åß,éRå˚és,03åé,9.0,15.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,1016.0,1018.3,70,8.0,2.0,0.2,0.0,0.0,157.4,16.7,4.8,145.6,11.1,4.7,1.2,0.4,0.0,4.1,2,2,0.1,0.0,0.0,2,0.2,0.0,0.0,0.0,34.16,131.46,18.1
R35203,éRå˚åß,éRå˚és,04åé,13.9,20.1,8.1,0.0,0.0,0.0,3.0,0.0,0.0,0.2,0.0,1012.9,1015.1,69,10.8,2.1,0.5,0.0,0.0,183.9,17.5,4.4,168.1,9.6,5.3,1.8,0.8,0.1,0.8,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.16,131.46,18.1
R35203,éRå˚åß,éRå˚és,05åé,19.0,24.9,13.3,0.0,0.0,0.0,15.9,1.4,0.0,0.0,0.0,1009.7,1011.9,67,14.7,2.1,0.4,0.0,0.0,204.3,18.3,4.7,197.2,9.2,4.9,2.3,1.2,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.16,131.46,18.1
R35203,éRå˚åß,éRå˚és,06åé,22.6,27.8,18.4,0.0,3.4,0.0,24.7,7.2,0.0,0.0,0.1,1006.2,1008.3,75,20.3,1.9,0.2,0.0,0.0,142.3,12.2,6.7,282.9,11.9,6.6,3.3,1.7,0.4,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.16,131.46,18.1
R35203,éRå˚åß,éRå˚és,07åé,26.4,31.3,22.7,0.0,22.4,0.0,29.8,20.7,4.1,0.0,4.0,1006.1,1008.2,78,26.1,2.1,0.5,0.0,0.0,156.2,13.7,4.8,342.6,11.2,6.9,4.0,2.2,0.7,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.16,131.46,18.1
R35203,éRå˚åß,éRå˚és,08åé,27.4,32.7,23.4,0.0,27.3,0.0,30.8,26.0,6.3,0.0,6.2,1006.8,1008.9,75,26.9,1.9,0.5,0.1,0.0,196.2,18.6,2.5,205.8,9.7,5.1,2.2,1.2,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.16,131.46,18.1
R35203,éRå˚åß,éRå˚és,09åé,23.5,28.9,19.4,0.0,8.9,0.0,27.1,11.4,0.1,0.0,0.7,1010.0,1012.2,74,21.6,1.8,0.7,0.3,0.1,151.7,15.7,3.8,179.1,9.0,4.4,1.8,1.1,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.16,131.46,18.1
R35203,éRå˚åß,éRå˚és,10åé,17.7,23.7,12.9,0.0,0.3,0.0,10.9,0.2,0.0,0.0,0.0,1015.1,1017.4,73,15.1,1.8,0.2,0.0,0.0,169.4,18.4,3.7,91.3,6.2,2.4,0.8,0.5,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.16,131.46,18.1
R35203,éRå˚åß,éRå˚és,11åé,11.9,17.6,7.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,1018.5,1020.8,76,10.7,1.7,0.1,0.0,0.0,144.0,17.4,3.4,83.5,7.7,2.5,0.5,0.2,0.0,0.7,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.16,131.46,18.1
R35203,éRå˚åß,éRå˚és,12åé,6.4,11.6,2.0,0.1,0.0,0.0,0.0,0.0,0.0,8.2,0.0,1019.8,1022.2,78,7.6,1.7,0.1,0.0,0.0,117.6,14.6,2.8,70.5,9.3,2.3,0.2,0.1,0.0,10.2,3,3,0.2,0.1,0.0,2,0.2,0.1,0.0,0.0,34.16,131.46,18.1
R35203,éRå˚åß,éRå˚és,îN,15.6,21.2,11.0,1.5,62.3,0.1,142.5,67.1,10.5,42.0,10.9,1013.2,1015.5,74,14.6,1.9,3.7,0.4,0.1,1862.0,191.0,48.4,1927.7,114.5,50.4,18.9,9.3,1.8,41.3,26,10,1.8,0.6,0.0,9,2.2,0.7,0.0,0.0,34.16,131.46,18.1
R36201,ìøìáåß,ìøìáés,01åé,6.3,10.0,2.9,0.1,0.0,0.0,0.0,0.0,0.0,2.4,0.0,1019.2,1020.0,61,5.9,3.4,1.9,0.0,0.0,160.3,20.4,3.2,41.9,5.2,1.3,0.2,0.0,0.0,7.2,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,34.07,134.57,1.6
R36201,ìøìáåß,ìøìáés,02åé,6.8,10.8,3.1,0.1,0.0,0.0,0.0,0.0,0.0,2.3,0.0,1018.9,1019.7,61,6.1,3.4,1.8,0.0,0.0,152.5,17.7,2.7,53.0,6.0,1.7,0.3,0.1,0.0,6.2,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,34.07,134.57,1.6
R36201,ìøìáåß,ìøìáés,03åé,9.9,14.3,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1016.8,1017.6,61,7.7,3.3,2.6,0.0,0.0,179.8,18.8,4.7,87.8,9.0,2.9,0.6,0.1,0.0,2.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.07,134.57,1.6
R36201,ìøìáåß,ìøìáés,04åé,15.0,19.6,10.6,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1014.1,1014.9,62,10.8,3.3,2.9,0.1,0.0,197.9,18.8,3.5,104.3,9.0,3.3,0.7,0.2,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.07,134.57,1.6
R36201,ìøìáåß,ìøìáés,05åé,19.6,24.0,15.6,0.0,0.0,0.0,12.1,0.3,0.0,0.0,0.0,1011.2,1011.9,67,15.1,3.2,2.8,0.1,0.0,205.7,18.1,4.1,146.6,8.4,4.1,1.3,0.4,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.07,134.57,1.6
R36201,ìøìáåß,ìøìáés,06åé,23.0,26.8,19.8,0.0,4.4,0.0,22.9,2.8,0.1,0.0,0.2,1007.9,1008.6,75,20.9,2.8,1.0,0.1,0.0,151.9,13.3,5.8,192.6,12.0,5.9,1.4,0.7,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.07,134.57,1.6
R36201,ìøìáåß,ìøìáés,07åé,26.8,30.6,23.9,0.0,25.2,0.0,30.0,19.4,1.3,0.0,9.7,1007.8,1008.5,77,27.0,3.0,1.4,0.2,0.0,192.0,16.8,3.0,177.0,9.9,4.8,1.8,0.7,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.07,134.57,1.6
R36201,ìøìáåß,ìøìáés,08åé,28.1,32.3,24.9,0.0,29.5,0.0,30.8,26.1,3.1,0.0,16.7,1008.6,1009.3,73,27.5,3.1,1.4,0.4,0.1,230.6,21.7,1.6,193.0,7.9,3.5,1.6,1.0,0.6,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.07,134.57,1.6
R36201,ìøìáåß,ìøìáés,09åé,24.8,28.5,21.6,0.0,14.5,0.0,26.3,11.0,0.2,0.0,2.7,1011.5,1012.3,72,22.4,3.1,1.7,0.6,0.2,162.0,16.6,4.3,271.2,10.1,4.9,2.6,1.5,0.7,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.07,134.57,1.6
R36201,ìøìáåß,ìøìáés,10åé,19.3,23.1,15.9,0.0,0.7,0.0,8.6,0.3,0.0,0.0,0.0,1016.2,1017.0,69,15.6,2.9,0.8,0.1,0.0,163.6,18.1,4.9,199.5,8.3,4.3,1.9,1.1,0.4,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.07,134.57,1.6
R36201,ìøìáåß,ìøìáés,11åé,13.8,17.7,10.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1019.3,1020.1,66,10.7,2.9,0.8,0.0,0.0,150.4,18.6,3.9,89.2,6.5,2.7,0.8,0.3,0.1,0.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.07,134.57,1.6
R36201,ìøìáåß,ìøìáés,12åé,8.7,12.5,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1020.0,1020.8,63,7.2,3.2,1.5,0.0,0.0,160.1,20.5,2.5,63.9,5.4,1.8,0.5,0.2,0.1,3.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.07,134.57,1.6
R36201,ìøìáåß,ìøìáés,îN,16.8,20.9,13.3,0.2,74.3,0.0,132.3,60.0,4.6,5.3,29.3,1014.3,1015.1,67,14.7,3.1,20.8,1.5,0.3,2106.8,219.4,44.2,1619.9,97.8,41.2,13.7,6.5,2.4,18.8,2,1,0.1,0.0,0.0,1,0.1,0.0,0.0,0.0,34.07,134.57,1.6
R37201,çÅêÏåß,çÇèºés,01åé,5.9,9.7,2.1,0.1,0.0,0.0,0.0,0.0,0.0,5.4,0.0,1019.1,1020.4,63,5.9,2.9,1.8,0.0,0.0,141.4,18.6,2.9,39.4,5.9,1.2,0.1,0.0,0.0,4.7,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.32,134.05,9.4
R37201,çÅêÏåß,çÇèºés,02åé,6.3,10.5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,1018.7,1020.0,63,6.0,2.7,1.4,0.0,0.0,143.8,17.0,2.9,45.8,6.7,1.7,0.0,0.0,0.0,4.6,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,34.32,134.05,9.4
R37201,çÅêÏåß,çÇèºés,03åé,9.4,14.1,5.0,0.0,0.0,0.0,0.1,0.0,0.0,1.1,0.0,1016.6,1017.9,62,7.4,2.6,1.3,0.0,0.0,175.0,18.7,4.3,81.4,9.2,3.3,0.2,0.0,0.0,1.2,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.32,134.05,9.4
R37201,çÅêÏåß,çÇèºés,04åé,14.7,19.8,9.9,0.0,0.0,0.0,2.5,0.1,0.0,0.0,0.0,1013.6,1014.9,62,10.3,2.5,1.2,0.0,0.0,194.5,18.5,3.5,74.6,9.0,2.4,0.3,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.32,134.05,9.4
R37201,çÅêÏåß,çÇèºés,05åé,19.8,24.8,15.1,0.0,0.2,0.0,15.7,1.4,0.0,0.0,0.0,1010.5,1011.8,64,14.3,2.4,0.6,0.0,0.0,210.1,18.6,3.8,100.9,8.1,3.3,0.7,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.32,134.05,9.4
R37201,çÅêÏåß,çÇèºés,06åé,23.3,27.5,19.8,0.0,6.7,0.0,23.8,6.6,0.3,0.0,0.4,1007.2,1008.4,72,20.3,2.2,0.2,0.0,0.0,158.2,13.7,5.3,153.1,10.5,4.8,1.3,0.6,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.32,134.05,9.4
R37201,çÅêÏåß,çÇèºés,07åé,27.5,31.7,24.1,0.0,26.0,0.0,30.1,22.2,4.5,0.0,10.8,1007.1,1008.3,73,26.4,2.3,0.3,0.0,0.0,191.8,17.0,3.0,159.8,9.4,4.4,1.8,0.7,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.32,134.05,9.4
R37201,çÅêÏåß,çÇèºés,08åé,28.6,33.0,25.1,0.0,29.5,0.0,30.9,26.6,7.4,0.0,18.0,1007.9,1009.1,70,27.0,2.5,0.7,0.0,0.0,221.2,21.0,1.6,106.0,7.0,2.7,1.1,0.5,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.32,134.05,9.4
R37201,çÅêÏåß,çÇèºés,09åé,24.7,28.8,21.2,0.0,14.2,0.0,26.2,11.3,0.6,0.0,2.6,1011.0,1012.2,72,22.2,2.3,0.6,0.0,0.0,159.6,16.1,3.9,167.4,9.2,4.1,1.5,0.8,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.32,134.05,9.4
R37201,çÅêÏåß,çÇèºés,10åé,19.0,23.2,15.1,0.0,0.6,0.0,8.6,0.4,0.0,0.0,0.0,1015.8,1017.1,70,15.4,2.2,0.3,0.0,0.0,164.6,18.1,4.6,120.1,8.1,3.5,1.0,0.4,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.32,134.05,9.4
R37201,çÅêÏåß,çÇèºés,11åé,13.2,17.5,9.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1019.0,1020.3,69,10.6,2.2,0.6,0.0,0.0,145.5,17.5,3.7,55.0,6.5,2.0,0.2,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.32,134.05,9.4
R37201,çÅêÏåß,çÇèºés,12åé,8.1,12.1,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1019.8,1021.1,66,7.2,2.7,1.7,0.0,0.0,142.7,18.3,2.8,46.7,6.3,1.7,0.1,0.0,0.0,2.4,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.32,134.05,9.4
R37201,çÅêÏåß,çÇèºés,îN,16.7,21.1,12.8,0.2,77.2,0.0,137.9,68.6,12.7,13.2,31.8,1013.9,1015.1,67,14.4,2.5,10.8,0.3,0.0,2046.5,212.8,42.2,1150.1,95.9,35.1,8.3,3.1,0.6,12.8,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,34.32,134.05,9.4
R38201,à§ïQåß,èºéRés,01åé,6.2,10.2,2.6,0.1,0.0,0.0,0.0,0.0,0.0,3.9,0.0,1016.6,1020.9,63,6.1,2.3,0.1,0.0,0.0,129.2,15.8,3.6,50.9,7.1,1.8,0.1,0.0,0.0,6.9,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.84,132.78,32.2
R38201,à§ïQåß,èºéRés,02åé,6.8,11.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1016.0,1020.2,63,6.3,2.5,0.1,0.0,0.0,142.2,16.4,3.4,65.7,7.3,2.5,0.1,0.0,0.0,5.5,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.84,132.78,32.2
R38201,à§ïQåß,èºéRés,03åé,9.9,14.4,5.6,0.0,0.0,0.0,0.1,0.0,0.0,0.6,0.0,1013.7,1017.9,63,7.8,2.4,0.1,0.0,0.0,175.1,18.3,4.7,105.1,9.7,3.9,0.7,0.1,0.0,1.7,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.84,132.78,32.2
R38201,à§ïQåß,èºéRés,04åé,14.8,19.6,10.3,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,1010.9,1015.0,62,10.6,2.4,0.2,0.0,0.0,190.8,17.9,3.7,107.3,9.3,3.9,0.7,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.84,132.78,32.2
R38201,à§ïQåß,èºéRés,05åé,19.4,24.2,15.0,0.0,0.1,0.0,13.3,0.3,0.0,0.0,0.0,1007.8,1011.8,64,14.3,2.3,0.0,0.0,0.0,205.9,18.1,4.0,129.5,8.7,4.3,1.2,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.84,132.78,32.2
R38201,à§ïQåß,èºéRés,06åé,22.9,27.0,19.4,0.0,4.4,0.0,23.4,3.5,0.1,0.0,0.5,1004.4,1008.4,73,20.2,2.1,0.0,0.0,0.0,151.1,13.3,6.0,228.7,11.7,6.5,2.4,1.3,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.84,132.78,32.2
R38201,à§ïQåß,èºéRés,07åé,27.1,31.2,23.8,0.0,25.3,0.0,30.2,21.3,1.3,0.0,8.8,1004.4,1008.3,72,25.6,2.0,0.1,0.0,0.0,189.0,16.6,3.3,223.5,9.5,5.4,2.5,1.4,0.3,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.84,132.78,32.2
R38201,à§ïQåß,èºéRés,08åé,28.1,32.6,24.6,0.0,29.5,0.0,30.9,27.2,3.4,0.0,15.0,1005.0,1008.9,70,26.2,2.3,0.3,0.0,0.0,218.1,20.7,1.7,99.0,7.0,2.7,1.0,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.84,132.78,32.2
R38201,à§ïQåß,èºéRés,09åé,24.6,29.1,21.0,0.0,14.2,0.0,27.5,12.3,0.2,0.0,1.8,1007.9,1011.8,70,21.7,2.0,0.4,0.0,0.0,164.3,16.6,3.6,148.9,8.6,3.8,1.5,0.7,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.84,132.78,32.2
R38201,à§ïQåß,èºéRés,10åé,19.1,23.8,15.1,0.0,0.7,0.0,11.1,0.6,0.0,0.0,0.0,1012.7,1016.8,68,15.2,1.9,0.1,0.0,0.0,174.1,18.7,3.7,113.0,7.1,3.5,1.0,0.5,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.84,132.78,32.2
R38201,à§ïQåß,èºéRés,11åé,13.6,18.1,9.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1016.1,1020.2,67,10.7,2.0,0.0,0.0,0.0,144.9,16.8,3.3,71.3,6.8,2.6,0.4,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.84,132.78,32.2
R38201,à§ïQåß,èºéRés,12åé,8.5,12.6,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1017.3,1021.5,65,7.4,2.1,0.0,0.0,0.0,129.8,15.2,3.0,61.8,7.5,2.3,0.2,0.0,0.0,4.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.84,132.78,32.2
R38201,à§ïQåß,èºéRés,îN,16.8,21.1,12.9,0.1,74.2,0.0,138.4,65.1,5.1,8.9,26.2,1011.1,1015.1,67,14.3,2.2,1.5,0.1,0.0,2014.5,204.5,44.0,1404.6,100.3,43.1,11.8,5.1,0.7,18.3,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.84,132.78,32.2
R39201,çÇímåß,çÇímés,01åé,6.7,12.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,1019.0,1019.6,61,6.0,1.8,0.0,0.0,0.0,190.7,22.8,2.8,59.1,5.3,2.2,0.4,0.0,0.0,4.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.57,133.55,0.5
R39201,çÇímåß,çÇímés,02åé,7.8,13.2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,1018.4,1019.1,60,6.5,1.9,0.0,0.0,0.0,177.2,20.1,2.9,107.8,6.8,3.1,0.8,0.4,0.2,3.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.57,133.55,0.5
R39201,çÇímåß,çÇímés,03åé,11.2,16.3,6.4,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,1016.4,1017.1,62,8.3,1.9,0.0,0.0,0.0,192.2,19.9,4.5,174.8,9.6,4.9,1.8,0.9,0.2,1.3,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.57,133.55,0.5
R39201,çÇímåß,çÇímés,04åé,15.8,20.9,10.9,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,1014.0,1014.7,65,11.7,1.9,0.0,0.0,0.0,197.3,18.6,4.5,225.3,9.7,5.6,2.6,1.3,0.3,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.57,133.55,0.5
R39201,çÇímåß,çÇímés,05åé,20.0,24.8,15.5,0.0,0.0,0.0,16.0,0.4,0.0,0.0,0.0,1011.3,1011.9,70,16.2,1.8,0.0,0.0,0.0,195.7,17.8,5.6,280.4,9.9,6.0,3.0,1.5,0.6,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.57,133.55,0.5
R39201,çÇímåß,çÇímés,06åé,23.1,27.1,19.7,0.0,4.8,0.0,24.7,3.3,0.0,0.0,0.4,1008.1,1008.7,78,22.1,1.7,0.0,0.0,0.0,133.8,11.9,7.6,359.5,13.9,8.3,3.9,2.0,0.6,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.57,133.55,0.5
R39201,çÇímåß,çÇímés,07åé,27.0,30.8,23.9,0.0,26.2,0.0,30.2,20.9,1.0,0.0,8.4,1008.2,1008.8,79,27.8,1.8,0.2,0.0,0.0,173.7,15.6,3.9,357.3,12.7,6.9,3.5,2.1,0.7,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.57,133.55,0.5
R39201,çÇímåß,çÇímés,08åé,27.9,32.1,24.5,0.0,29.8,0.0,30.9,26.3,1.9,0.0,12.9,1008.8,1009.4,76,28.3,1.9,0.4,0.0,0.0,204.0,19.6,2.2,284.1,11.6,5.5,2.6,1.7,0.5,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.57,133.55,0.5
R39201,çÇímåß,çÇímés,09åé,25.0,29.5,21.4,0.0,15.8,0.0,28.3,14.4,0.1,0.0,1.7,1011.2,1011.8,74,23.2,1.8,0.4,0.0,0.0,162.0,15.7,4.0,398.1,11.9,7.4,4.0,2.5,0.8,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.57,133.55,0.5
R39201,çÇímåß,çÇímés,10åé,19.9,25.0,15.6,0.0,0.7,0.0,16.4,0.8,0.0,0.0,0.0,1015.6,1016.2,68,15.9,1.7,0.2,0.0,0.0,179.6,19.1,4.6,207.5,8.3,4.4,2.0,1.2,0.4,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.57,133.55,0.5
R39201,çÇímåß,çÇímés,11åé,14.2,19.6,9.7,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,1018.9,1019.5,68,11.2,1.7,0.0,0.0,0.0,168.8,19.1,3.6,129.6,6.6,3.3,1.1,0.6,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.57,133.55,0.5
R39201,çÇímåß,çÇímés,12åé,8.8,14.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,1019.8,1020.4,64,7.4,1.8,0.0,0.0,0.0,184.6,23.0,2.8,83.1,5.5,2.3,0.6,0.3,0.1,2.0,0,0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,33.57,133.55,0.5
R39201,çÇímåß,çÇímés,îN,17.3,22.2,13.1,0.1,77.3,0.0,149.8,66.0,3.0,16.4,23.4,1014.1,1014.8,69,15.4,1.8,1.2,0.1,0.0,2159.7,223.2,48.9,2666.4,111.8,60.0,26.2,14.3,4.6,10.3,1,1,0.1,0.0,0.0,1,0.1,0.0,0.0,0.0,33.57,133.55,0.5
R40130,ïüâ™åß,ïüâ™és,01åé,6.9,10.2,3.9,0.1,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1020.0,1021.9,63,6.4,3.2,0.9,0.0,0.0,104.1,11.6,4.8,74.4,9.3,2.4,0.3,0.0,0.0,6.3,1,1,0.1,0.0,0.0,1,0.1,0.0,0.0,0.0,33.58,130.38,2.5
R40130,ïüâ™åß,ïüâ™és,02åé,7.8,11.6,4.4,0.1,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1019.1,1020.9,62,6.8,2.9,1.0,0.0,0.0,123.5,13.3,4.0,69.8,8.8,2.4,0.3,0.0,0.0,4.0,1,1,0.1,0.0,0.0,1,0.1,0.0,0.0,0.0,33.58,130.38,2.5
R40130,ïüâ™åß,ïüâ™és,03åé,10.8,15.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.6,1018.4,63,8.4,3.3,1.8,0.0,0.0,161.2,16.6,5.4,103.7,10.1,4.1,0.5,0.1,0.0,1.4,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.58,130.38,2.5
